region,country,drug_group,drug_sub_group,seizure_reference_year,seizure_volume,legal_category,recreational_year,medical_year,decriminalized_max_possession,offence_type,total_crime_cases,crime_count_gender_ratio,total_treatments,patient_gender_ratio,gdp,health_expenditure,population,gdp_per_capita,border_length_km,coastline_length_km
Africa,Algeria,Amphetamine-type stimulants (excluding “ecstasy”),Non-specified amphetamine-type stimulants,2018,452.0,ILL,,,,Offences related to drug trafficking,10035.0,0.01579107197084725,6850.0,-1.0,194554000000.0,5.93238592,42505035.0,4577.198913022892,6734,998
Africa,Algeria,Amphetamine-type stimulants (excluding “ecstasy”),Non-specified amphetamine-type stimulants,2018,452.0,ILL,,,,Offences related to drug use and/or drug possession,41368.0,0.008827976393698483,6850.0,-1.0,194554000000.0,5.93238592,42505035.0,4577.198913022892,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),2018,1.0,ILL,,,,Offences related to drug trafficking,10035.0,0.01579107197084725,6505.0,-1.0,194554000000.0,5.93238592,42505035.0,4577.198913022892,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),2018,1.0,ILL,,,,Offences related to drug use and/or drug possession,41368.0,0.008827976393698483,6505.0,-1.0,194554000000.0,5.93238592,42505035.0,4577.198913022892,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),2019,8.0,ILL,,,,Offences related to drug trafficking,9753.0,0.01710293044113046,4990.0,-1.0,193460000000.0,5.41731071,43294546.0,4468.461223730121,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),2019,8.0,ILL,,,,Offences related to drug use and/or drug possession,39409.0,0.012512203894969426,4990.0,-1.0,193460000000.0,5.41731071,43294546.0,4468.461223730121,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),2020,16.496,ILL,,,,Other drug-related offences,47.0,-1.0,5102.0,-1.0,164873000000.0,5.63831711,44042091.0,3743.53252210482,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),2020,16.496,ILL,,,,Offences related to drug trafficking,22728.0,0.015912748077954585,5102.0,-1.0,164873000000.0,5.63831711,44042091.0,3743.53252210482,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),2020,16.496,ILL,,,,Offences related to drug use and/or drug possession,41546.0,0.008055515116222644,5102.0,-1.0,164873000000.0,5.63831711,44042091.0,3743.53252210482,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),2021,8.66,ILL,,,,Other drug-related offences,54.0,-1.0,6053.0,-1.0,186231000000.0,5.0110569,44761099.0,4160.554681644434,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),2021,8.66,ILL,,,,Offences related to drug trafficking,27790.0,0.012349276893373647,6053.0,-1.0,186231000000.0,5.0110569,44761099.0,4160.554681644434,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),2021,8.66,ILL,,,,Offences related to drug use and/or drug possession,45695.0,0.007274330430948969,6053.0,-1.0,186231000000.0,5.0110569,44761099.0,4160.554681644434,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),2022,5.250109999999999,ILL,,,,Other drug-related offences,53.0,-1.0,8891.0,-1.0,225638000000.0,3.6230433,45477389.0,4961.542537105637,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),2022,5.250109999999999,ILL,,,,Offences related to drug trafficking,34969.0,0.015271608164213338,8891.0,-1.0,225638000000.0,3.6230433,45477389.0,4961.542537105637,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),2022,5.250109999999999,ILL,,,,Offences related to drug use and/or drug possession,77990.0,0.00697224015493867,8891.0,-1.0,225638000000.0,3.6230433,45477389.0,4961.542537105637,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis oil,2022,0.005,ILL,,,,Other drug-related offences,53.0,-1.0,8891.0,-1.0,225638000000.0,3.6230433,45477389.0,4961.542537105637,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis oil,2022,0.005,ILL,,,,Offences related to drug trafficking,34969.0,0.015271608164213338,8891.0,-1.0,225638000000.0,3.6230433,45477389.0,4961.542537105637,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis oil,2022,0.005,ILL,,,,Offences related to drug use and/or drug possession,77990.0,0.00697224015493867,8891.0,-1.0,225638000000.0,3.6230433,45477389.0,4961.542537105637,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,2018,116.0,ILL,,,,Offences related to drug trafficking,10035.0,0.01579107197084725,6505.0,-1.0,194554000000.0,5.93238592,42505035.0,4577.198913022892,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,2018,116.0,ILL,,,,Offences related to drug use and/or drug possession,41368.0,0.008827976393698483,6505.0,-1.0,194554000000.0,5.93238592,42505035.0,4577.198913022892,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,2019,158.0,ILL,,,,Offences related to drug trafficking,9753.0,0.01710293044113046,4990.0,-1.0,193460000000.0,5.41731071,43294546.0,4468.461223730121,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,2019,158.0,ILL,,,,Offences related to drug use and/or drug possession,39409.0,0.012512203894969426,4990.0,-1.0,193460000000.0,5.41731071,43294546.0,4468.461223730121,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,2020,741.0,ILL,,,,Other drug-related offences,47.0,-1.0,5102.0,-1.0,164873000000.0,5.63831711,44042091.0,3743.53252210482,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,2020,741.0,ILL,,,,Offences related to drug trafficking,22728.0,0.015912748077954585,5102.0,-1.0,164873000000.0,5.63831711,44042091.0,3743.53252210482,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,2020,741.0,ILL,,,,Offences related to drug use and/or drug possession,41546.0,0.008055515116222644,5102.0,-1.0,164873000000.0,5.63831711,44042091.0,3743.53252210482,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,2021,42.9,ILL,,,,Other drug-related offences,54.0,-1.0,6053.0,-1.0,186231000000.0,5.0110569,44761099.0,4160.554681644434,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,2021,42.9,ILL,,,,Offences related to drug trafficking,27790.0,0.012349276893373647,6053.0,-1.0,186231000000.0,5.0110569,44761099.0,4160.554681644434,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,2021,42.9,ILL,,,,Offences related to drug use and/or drug possession,45695.0,0.007274330430948969,6053.0,-1.0,186231000000.0,5.0110569,44761099.0,4160.554681644434,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,2022,248.5,ILL,,,,Other drug-related offences,53.0,-1.0,8891.0,-1.0,225638000000.0,3.6230433,45477389.0,4961.542537105637,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,2022,248.5,ILL,,,,Offences related to drug trafficking,34969.0,0.015271608164213338,8891.0,-1.0,225638000000.0,3.6230433,45477389.0,4961.542537105637,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,2022,248.5,ILL,,,,Offences related to drug use and/or drug possession,77990.0,0.00697224015493867,8891.0,-1.0,225638000000.0,3.6230433,45477389.0,4961.542537105637,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),2018,31936.0,ILL,,,,Offences related to drug trafficking,10035.0,0.01579107197084725,6505.0,-1.0,194554000000.0,5.93238592,42505035.0,4577.198913022892,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),2018,31936.0,ILL,,,,Offences related to drug use and/or drug possession,41368.0,0.008827976393698483,6505.0,-1.0,194554000000.0,5.93238592,42505035.0,4577.198913022892,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),2019,55133.0,ILL,,,,Offences related to drug trafficking,9753.0,0.01710293044113046,4990.0,-1.0,193460000000.0,5.41731071,43294546.0,4468.461223730121,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),2019,55133.0,ILL,,,,Offences related to drug use and/or drug possession,39409.0,0.012512203894969426,4990.0,-1.0,193460000000.0,5.41731071,43294546.0,4468.461223730121,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),2020,88702.581,ILL,,,,Other drug-related offences,47.0,-1.0,5102.0,-1.0,164873000000.0,5.63831711,44042091.0,3743.53252210482,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),2020,88702.581,ILL,,,,Offences related to drug trafficking,22728.0,0.015912748077954585,5102.0,-1.0,164873000000.0,5.63831711,44042091.0,3743.53252210482,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),2020,88702.581,ILL,,,,Offences related to drug use and/or drug possession,41546.0,0.008055515116222644,5102.0,-1.0,164873000000.0,5.63831711,44042091.0,3743.53252210482,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),2021,71439.42,ILL,,,,Other drug-related offences,54.0,-1.0,6053.0,-1.0,186231000000.0,5.0110569,44761099.0,4160.554681644434,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),2021,71439.42,ILL,,,,Offences related to drug trafficking,27790.0,0.012349276893373647,6053.0,-1.0,186231000000.0,5.0110569,44761099.0,4160.554681644434,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),2021,71439.42,ILL,,,,Offences related to drug use and/or drug possession,45695.0,0.007274330430948969,6053.0,-1.0,186231000000.0,5.0110569,44761099.0,4160.554681644434,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),2022,58258.031,ILL,,,,Other drug-related offences,53.0,-1.0,8891.0,-1.0,225638000000.0,3.6230433,45477389.0,4961.542537105637,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),2022,58258.031,ILL,,,,Offences related to drug trafficking,34969.0,0.015271608164213338,8891.0,-1.0,225638000000.0,3.6230433,45477389.0,4961.542537105637,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),2022,58258.031,ILL,,,,Offences related to drug use and/or drug possession,77990.0,0.00697224015493867,8891.0,-1.0,225638000000.0,3.6230433,45477389.0,4961.542537105637,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis seed,2018,2.0,ILL,,,,Offences related to drug trafficking,10035.0,0.01579107197084725,6505.0,-1.0,194554000000.0,5.93238592,42505035.0,4577.198913022892,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis seed,2018,2.0,ILL,,,,Offences related to drug use and/or drug possession,41368.0,0.008827976393698483,6505.0,-1.0,194554000000.0,5.93238592,42505035.0,4577.198913022892,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis seed,2019,1.0,ILL,,,,Offences related to drug trafficking,9753.0,0.01710293044113046,4990.0,-1.0,193460000000.0,5.41731071,43294546.0,4468.461223730121,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis seed,2019,1.0,ILL,,,,Offences related to drug use and/or drug possession,39409.0,0.012512203894969426,4990.0,-1.0,193460000000.0,5.41731071,43294546.0,4468.461223730121,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis seed,2020,4.547,ILL,,,,Other drug-related offences,47.0,-1.0,5102.0,-1.0,164873000000.0,5.63831711,44042091.0,3743.53252210482,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis seed,2020,4.547,ILL,,,,Offences related to drug trafficking,22728.0,0.015912748077954585,5102.0,-1.0,164873000000.0,5.63831711,44042091.0,3743.53252210482,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis seed,2020,4.547,ILL,,,,Offences related to drug use and/or drug possession,41546.0,0.008055515116222644,5102.0,-1.0,164873000000.0,5.63831711,44042091.0,3743.53252210482,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis seed,2021,1.04316,ILL,,,,Other drug-related offences,54.0,-1.0,6053.0,-1.0,186231000000.0,5.0110569,44761099.0,4160.554681644434,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis seed,2021,1.04316,ILL,,,,Offences related to drug trafficking,27790.0,0.012349276893373647,6053.0,-1.0,186231000000.0,5.0110569,44761099.0,4160.554681644434,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis seed,2021,1.04316,ILL,,,,Offences related to drug use and/or drug possession,45695.0,0.007274330430948969,6053.0,-1.0,186231000000.0,5.0110569,44761099.0,4160.554681644434,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis seed,2022,0.935713,ILL,,,,Other drug-related offences,53.0,-1.0,8891.0,-1.0,225638000000.0,3.6230433,45477389.0,4961.542537105637,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis seed,2022,0.935713,ILL,,,,Offences related to drug trafficking,34969.0,0.015271608164213338,8891.0,-1.0,225638000000.0,3.6230433,45477389.0,4961.542537105637,6734,998
Africa,Algeria,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis seed,2022,0.935713,ILL,,,,Offences related to drug use and/or drug possession,77990.0,0.00697224015493867,8891.0,-1.0,225638000000.0,3.6230433,45477389.0,4961.542537105637,6734,998
Africa,Angola,Amphetamine-type stimulants (excluding “ecstasy”),Non-specified amphetamine-type stimulants,2018,412.0,ILL,,,,,,,95.0,-1.0,79450688259.0,2.59482241,31297155.0,2538.591391422,5369,1600
Africa,Angola,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),2018,7542.0,ILL,,,,,,,2045.0,-1.0,79450688259.0,2.59482241,31297155.0,2538.591391422,5369,1600
Africa,Angola,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,2018,6658.0,ILL,,,,,,,2045.0,-1.0,79450688259.0,2.59482241,31297155.0,2538.591391422,5369,1600
Africa,Angola,Cocaine-type,Cocaine,2018,1.0,ILL,,,,,,,46.0,-1.0,79450688259.0,2.59482241,31297155.0,2538.591391422,5369,1600
Africa,Benin,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),2021,2.44356287,ILL,,,,Other drug-related offences,890.0,0.10181311018131102,85.0,0.5258215962441314,17690083520.0,2.58129549,13413417.0,1318.834978439871,2123,121
Africa,Benin,Cocaine-type,Cocaine,2021,3558.4912799999997,ILL,,,,Other drug-related offences,890.0,0.10181311018131102,21.0,0.05,17690083520.0,2.58129549,13413417.0,1318.834978439871,2123,121
Africa,Benin,Opioids,Opiates,2021,32.44728,ILL,,,,Other drug-related offences,890.0,0.10181311018131102,76.33333333333333,0.422360248447205,17690083520.0,2.58129549,13413417.0,1318.834978439871,2123,121
Africa,Benin,Opioids,Pharmaceutical opioids,2021,171728.482,ILL,,,,Other drug-related offences,890.0,0.10181311018131102,76.33333333333333,0.422360248447205,17690083520.0,2.58129549,13413417.0,1318.834978439871,2123,121
Africa,Burkina Faso,Amphetamine-type stimulants (excluding “ecstasy”),Amphetamine,2021,4494.0,ILL,,,,,,,42.0,-1.0,19697516284.0,6.40747881,21995243.0,895.5352884257746,3611,0
Africa,Burkina Faso,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,2021,2.0,ILL,,,,,,,42.0,-1.0,19697516284.0,6.40747881,21995243.0,895.5352884257746,3611,0
Africa,Burkina Faso,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,2022,15.54,ILL,,,,Other drug-related offences,450.0,0.006711409395973154,15.0,-1.0,18820218691.0,6.77182007,22509038.0,836.1183046116853,3611,0
Africa,Burkina Faso,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),2021,12161.95,ILL,,,,,,,776.0,-1.0,19697516284.0,6.40747881,21995243.0,895.5352884257746,3611,0
Africa,Burkina Faso,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),2022,7502.16,ILL,,,,Other drug-related offences,450.0,0.006711409395973154,197.0,-1.0,18820218691.0,6.77182007,22509038.0,836.1183046116853,3611,0
Africa,Burkina Faso,Cocaine-type,Cocaine,2021,3.11,ILL,,,,,,,36.0,-1.0,19697516284.0,6.40747881,21995243.0,895.5352884257746,3611,0
Africa,Burkina Faso,Cocaine-type,Cocaine,2022,1085.76,ILL,,,,Other drug-related offences,450.0,0.006711409395973154,20.0,-1.0,18820218691.0,6.77182007,22509038.0,836.1183046116853,3611,0
Africa,Burkina Faso,Opioids,Opiates,2021,0.004730000000000001,ILL,,,,,,,115.0,-1.0,19697516284.0,6.40747881,21995243.0,895.5352884257746,3611,0
Africa,Egypt,Amphetamine-type stimulants (excluding “ecstasy”),Amphetamine,2020,3764.54375,ILL,,,,Offences related to drug trafficking,62076.0,-1.0,56.0,0.017543859649122806,383818000000.0,4.15384626,109315124.0,3511.115259769545,2612,2450
Africa,Egypt,Amphetamine-type stimulants (excluding “ecstasy”),Amphetamine,2020,3764.54375,ILL,,,,Offences related to drug use and/or drug possession,62076.0,-1.0,56.0,0.017543859649122806,383818000000.0,4.15384626,109315124.0,3511.115259769545,2612,2450
Africa,Egypt,Amphetamine-type stimulants (excluding “ecstasy”),Amphetamine,2022,1118.228,ILL,,,,,,,507.0,0.007952286282306162,476748000000.0,4.70438385,112618250.0,4233.310320485357,2612,2450
Africa,Egypt,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,2020,78.0,ILL,,,,Offences related to drug trafficking,62076.0,-1.0,56.0,0.017543859649122806,383818000000.0,4.15384626,109315124.0,3511.115259769545,2612,2450
Africa,Egypt,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,2020,78.0,ILL,,,,Offences related to drug use and/or drug possession,62076.0,-1.0,56.0,0.017543859649122806,383818000000.0,4.15384626,109315124.0,3511.115259769545,2612,2450
Africa,Egypt,Amphetamine-type stimulants (excluding “ecstasy”),Methamphetamine,2022,1041.41,ILL,,,,,,,507.0,0.007952286282306162,476748000000.0,4.70438385,112618250.0,4233.310320485357,2612,2450
Africa,Egypt,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),2020,487333.0,ILL,,,,Offences related to drug trafficking,62076.0,-1.0,3539.5,0.02773013150371641,383818000000.0,4.15384626,109315124.0,3511.115259769545,2612,2450
Africa,Egypt,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),2020,487333.0,ILL,,,,Offences related to drug use and/or drug possession,62076.0,-1.0,3539.5,0.02773013150371641,383818000000.0,4.15384626,109315124.0,3511.115259769545,2612,2450
Africa,Egypt,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),2022,368398.19,ILL,,,,,,,2469.5,0.015419407894736841,476748000000.0,4.70438385,112618250.0,4233.310320485357,2612,2450
Africa,Egypt,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,2022,0.0,ILL,,,,,,,2469.5,0.015419407894736841,476748000000.0,4.70438385,112618250.0,4233.310320485357,2612,2450
Africa,Egypt,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),2020,44416.0,ILL,,,,Offences related to drug trafficking,62076.0,-1.0,3539.5,0.02773013150371641,383818000000.0,4.15384626,109315124.0,3511.115259769545,2612,2450
Africa,Egypt,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),2020,44416.0,ILL,,,,Offences related to drug use and/or drug possession,62076.0,-1.0,3539.5,0.02773013150371641,383818000000.0,4.15384626,109315124.0,3511.115259769545,2612,2450
Africa,Egypt,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),2022,49791.35,ILL,,,,,,,2469.5,0.015419407894736841,476748000000.0,4.70438385,112618250.0,4233.310320485357,2612,2450
Africa,Egypt,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis seed,2020,10897.0,ILL,,,,Offences related to drug trafficking,62076.0,-1.0,3539.5,0.02773013150371641,383818000000.0,4.15384626,109315124.0,3511.115259769545,2612,2450
Africa,Egypt,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis seed,2020,10897.0,ILL,,,,Offences related to drug use and/or drug possession,62076.0,-1.0,3539.5,0.02773013150371641,383818000000.0,4.15384626,109315124.0,3511.115259769545,2612,2450
Africa,Egypt,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis seed,2022,851.04,ILL,,,,,,,2469.5,0.015419407894736841,476748000000.0,4.70438385,112618250.0,4233.310320485357,2612,2450
Africa,Egypt,Cocaine-type,Cocaine,2020,4.0,ILL,,,,Offences related to drug trafficking,62076.0,-1.0,14.0,0.07692307692307693,383818000000.0,4.15384626,109315124.0,3511.115259769545,2612,2450
Africa,Egypt,Cocaine-type,Cocaine,2020,4.0,ILL,,,,Offences related to drug use and/or drug possession,62076.0,-1.0,14.0,0.07692307692307693,383818000000.0,4.15384626,109315124.0,3511.115259769545,2612,2450
Africa,Egypt,Cocaine-type,Cocaine,2022,8.05,ILL,,,,,,,11.0,0.0,476748000000.0,4.70438385,112618250.0,4233.310320485357,2612,2450
Africa,Egypt,Hallucinogens,LSD,2020,0.00010600000000000002,ILL,,,,Offences related to drug trafficking,62076.0,-1.0,30.0,0.0,383818000000.0,4.15384626,109315124.0,3511.115259769545,2612,2450
Africa,Egypt,Hallucinogens,LSD,2020,0.00010600000000000002,ILL,,,,Offences related to drug use and/or drug possession,62076.0,-1.0,30.0,0.0,383818000000.0,4.15384626,109315124.0,3511.115259769545,2612,2450
Africa,Egypt,Hallucinogens,LSD,2022,8.800000000000001e-05,ILL,,,,,,,12.0,0.0,476748000000.0,4.70438385,112618250.0,4233.310320485357,2612,2450
Africa,Egypt,Hallucinogens,Other Hallucinogens,2020,0.002,ILL,,,,Offences related to drug trafficking,62076.0,-1.0,30.0,0.0,383818000000.0,4.15384626,109315124.0,3511.115259769545,2612,2450
Africa,Egypt,Hallucinogens,Other Hallucinogens,2020,0.002,ILL,,,,Offences related to drug use and/or drug possession,62076.0,-1.0,30.0,0.0,383818000000.0,4.15384626,109315124.0,3511.115259769545,2612,2450
Africa,Egypt,Opioids,Opiates,2020,1541.0,ILL,,,,Offences related to drug trafficking,62076.0,-1.0,4100.25,0.020282843319687383,383818000000.0,4.15384626,109315124.0,3511.115259769545,2612,2450
Africa,Egypt,Opioids,Opiates,2020,1541.0,ILL,,,,Offences related to drug use and/or drug possession,62076.0,-1.0,4100.25,0.020282843319687383,383818000000.0,4.15384626,109315124.0,3511.115259769545,2612,2450
Africa,Egypt,Opioids,Opiates,2022,3264.7200000000003,ILL,,,,,,,2522.8333333333335,0.02118329622883357,476748000000.0,4.70438385,112618250.0,4233.310320485357,2612,2450
Africa,Egypt,Opioids,Pharmaceutical opioids,2020,686.68515,ILL,,,,Offences related to drug trafficking,62076.0,-1.0,4100.25,0.020282843319687383,383818000000.0,4.15384626,109315124.0,3511.115259769545,2612,2450
Africa,Egypt,Opioids,Pharmaceutical opioids,2020,686.68515,ILL,,,,Offences related to drug use and/or drug possession,62076.0,-1.0,4100.25,0.020282843319687383,383818000000.0,4.15384626,109315124.0,3511.115259769545,2612,2450
Africa,Egypt,Opioids,Pharmaceutical opioids,2022,1119.8116,ILL,,,,,,,2522.8333333333335,0.02118329622883357,476748000000.0,4.70438385,112618250.0,4233.310320485357,2612,2450
Africa,Egypt,Sedatives and tranquillizers,GBL/GHB,2022,0.01,ILL,,,,,,,87.5,0.011560693641618497,476748000000.0,4.70438385,112618250.0,4233.310320485357,2612,2450
Africa,Egypt,“Ecstasy”-type substances,"Reported total ""ecstasy""-type substances",2022,2.222742,ILL,,,,,,,1.0,0.0,476748000000.0,4.70438385,112618250.0,4233.310320485357,2612,2450
Africa,Egypt,“Ecstasy”-type substances,“Ecstasy”-type substances,2022,0.237,ILL,,,,,,,1.0,0.0,476748000000.0,4.70438385,112618250.0,4233.310320485357,2612,2450
Africa,Ghana,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),2021,14190.534,MED,,2025.0,,Other drug-related offences,0.0,-1.0,4.0,1.0,79524421861.0,3.86030865,32518665.0,2445.50081809939,2420,539
Africa,Ghana,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),2021,14190.534,MED,,2025.0,,Offences related to drug use and/or drug possession,0.0,-1.0,4.0,1.0,79524421861.0,3.86030865,32518665.0,2445.50081809939,2420,539
Africa,Ghana,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),2021,14190.534,MED,,2025.0,,Offences related to drug trafficking,33.0,0.06451612903225806,4.0,1.0,79524421861.0,3.86030865,32518665.0,2445.50081809939,2420,539
Africa,Ghana,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),2022,162.66,MED,,2025.0,,Offences related to drug use and/or drug possession,5.0,0.25,154.0,0.02666666666666667,74263364042.0,3.6993649,33149152.0,2240.2794509494543,2420,539
Africa,Ghana,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis herb (marijuana),2022,162.66,MED,,2025.0,,Offences related to drug trafficking,31.0,0.14814814814814814,154.0,0.02666666666666667,74263364042.0,3.6993649,33149152.0,2240.2794509494543,2420,539
Africa,Ghana,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,2022,61716.43,MED,,2025.0,,Offences related to drug use and/or drug possession,5.0,0.25,154.0,0.02666666666666667,74263364042.0,3.6993649,33149152.0,2240.2794509494543,2420,539
Africa,Ghana,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis plants,2022,61716.43,MED,,2025.0,,Offences related to drug trafficking,31.0,0.14814814814814814,154.0,0.02666666666666667,74263364042.0,3.6993649,33149152.0,2240.2794509494543,2420,539
Africa,Ghana,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),2021,2.0,MED,,2025.0,,Other drug-related offences,0.0,-1.0,4.0,1.0,79524421861.0,3.86030865,32518665.0,2445.50081809939,2420,539
Africa,Ghana,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),2021,2.0,MED,,2025.0,,Offences related to drug use and/or drug possession,0.0,-1.0,4.0,1.0,79524421861.0,3.86030865,32518665.0,2445.50081809939,2420,539
Africa,Ghana,Cannabis-type drugs (excluding synthetic cannabinoids),Cannabis resin (hashish),2021,2.0,MED,,2025.0,,Offences related to drug trafficking,33.0,0.06451612903225806,4.0,1.0,79524421861.0,3.86030865,32518665.0,2445.50081809939,2420,539
